,language,glottocode,lemma,pos,reference,meaning_ru,target_ipa,russian_ipa,metathesis,problems
1680,Avar,avar1256,марганéц,,Gimbatov 2006,марганец,m-'a-r-g-a-n-e-ts,m-'a-r-g-A-nʲ-E-ts,,
1681,Botlikh_Al,botl1242,ма́рганиц,noun,"Alekseev, Azayev 2019",марганец,m-'a-r-ɡ-a-n-i-ts,m-'a-r-g-A-nʲ-E-ts,,
1682,Akhvakh,akhv1239,ма'кIа,noun,"Magomedova, Abdulayeva 2007",марка,m-'a-0-k'-a,m-'a-r-k-A,,
1683,Andi,andi1255,маркӏа,,Salimov 2010,марка,m-a-r-k'-a,m-'a-r-k-A,,
1685,Avar,avar1256,ма́рка,,Gimbatov 2006,марка,m-'a-r-k-a,m-'a-r-k-A,,
1686,Bagvalal,bagv1239,МÁРКIА,,Magomedova 2004,марка,m-'a-r-k'-a,m-'a-r-k-A,,
1687,Botlikh_Al,botl1242,ма́ркIа,noun,"Alekseev, Azayev 2019",марка,m-'a-r-k'-a,m-'a-r-k-A,,
1688,Botlikh,botl1242,ма́ркIа,noun,"Saidova, Abusov 2012",марка,m-'a-r-k'-a,m-'a-r-k-A,,
1689,Godoberi,ghod1238,МАРКIЯ́,,Saidova 2006,марка,m-a-r-kʲ'-'a,m-'a-r-k-A,,
1690,Karata-Tukita,kara1474,МАРК|А',,"Magomedova, Khalidova 2001",марка,m-a-r-k'-'a,m-'a-r-k-A,,
1691,Botlikh_Al,botl1242,ма́рли,noun,"Alekseev, Azayev 2019",марля,m-'a-r-l-i,m-'a-r-lʲ-A,,
1692,Avar,avar1256,марш,,Gimbatov 2006,марш,m-'a-r-ʃ,m-'a-r-ʃ,,
1693,Bagvalal,bagv1239,МÁРШ,,Magomedova 2004,марш,m-'a-r-ʃ,m-'a-r-ʃ,,
1694,Botlikh_Al,botl1242,марш,noun,"Alekseev, Azayev 2019",марш,m-a-r-ʃ,m-'a-r-ʃ,,
1695,Botlikh,botl1242,марщ,,"Saidova, Abusov 2012",марш,m-a-r-ʃː,m-'a-r-ʃ,,
1696,Godoberi,ghod1238,МАРШ,,Saidova 2006,марш,m-a-r-ʃ,m-'a-r-ʃ,,
1697,Avar,avar1256,ма́ршал,,Gimbatov 2006,маршал,m-'a-r-ʃ-a-l,m-'a-r-ʃ-A-l,,
1698,Bagvalal,bagv1239,МÁРШАЛ,,Magomedova 2004,маршал,m-'a-r-ʃ-a-l,m-'a-r-ʃ-A-l,,
1699,Botlikh_Al,botl1242,ма́ршал,noun,"Alekseev, Azayev 2019",маршал,m-'a-r-ʃ-a-l,m-'a-r-ʃ-A-l,,
1700,Avar,avar1256,март,,Gimbatov 2006,март,m-'a-r-t,m-'a-r-t,,
1701,Bagvalal,bagv1239,МАРТ,,Magomedova 2004,март,m-a-r-t,m-'a-r-t,,
1702,Bagvalal,bagv1239,МÁРТБО̄С̄I,,Magomedova 2004,март,m-'a-r-t,m-'a-r-t,,
1703,Botlikh,botl1242,март,noun,"Saidova, Abusov 2012",март,m-a-r-t,m-'a-r-t,,
1704,Botlikh_Al,botl1242,март,noun,"Alekseev, Azayev 2019",март,m-a-r-t,m-'a-r-t,,
1706,Godoberi,ghod1238,МАРТ,,Saidova 2006,март,m-a-r-t,m-'a-r-t,,
1707,Avar,avar1256,ма́ска,,Gimbatov 2006,маска,m-'a-s-k-a,m-'a-s-k-A,,
1708,Botlikh_Al,botl1242,ма́ска,noun,"Alekseev, Azayev 2019",маска,m-'a-s-k-a,m-'a-s-k-A,,
1710,Avar,avar1256,ма́стер,,Gimbatov 2006,мастер,m-'a-s-t-e-r,m-'a-s-tʲ-E-r,,
1711,Botlikh_Al,botl1242,ма́стер,noun,"Alekseev, Azayev 2019",мастер,m-'a-s-t-e-r,m-'a-s-tʲ-E-r,,
1713,Botlikh_Al,botl1242,мат,noun,"Alekseev, Azayev 2019",мат,m-a-t,m-'a-t,,
1714,Bagvalal,bagv1239,МАТ́УШКА,,Magomedova 2004,матушка,m-a-t-'u-ʃ-k-a,m-'a-t-U-ʃ-k-A,,
1717,Botlikh_Al,botl1242,мату́шка,noun,"Alekseev, Azayev 2019",матушка,m-a-t-'u-ʃ-k-a,m-'a-t-U-ʃ-k-A,,
1718,Botlikh,botl1242,мату́шка,noun,"Saidova, Abusov 2012",матушка,m-a-t-'u-ʃ-k-a,m-'a-t-U-ʃ-k-A,,
1721,Godoberi,ghod1238,МАТУ́ШКЯ,,Saidova 2006,матушка,m-a-t-'u-ʃ-kʲ-a,m-'a-t-U-ʃ-k-A,,
1722,Karata-Tukita,kara1474,МАТУШК|А',,"Magomedova, Khalidova 2001",матушка,m-a-t-u-ʃ-k'-'a,m-'a-t-U-ʃ-k-A,,
1723,Botlikh_Al,botl1242,ма́узер,noun,"Alekseev, Azayev 2019",маузер,m-'a-u-z-e-r,m-'a-U-zʲ-E-r,,
1724,Avar,avar1256,маз/ь,,Gimbatov 2006,мазь,m-a-z,m-'a-Zʲ,,
1725,Botlikh_Al,botl1242,маз,noun,"Alekseev, Azayev 2019",мазь,m-a-z,m-'a-Zʲ,,
1726,Botlikh,botl1242,маз,noun,"Saidova, Abusov 2012",мазь,m-a-z,m-'a-Zʲ,,
1727,Karata-Tukita,kara1474,МАЗ,,"Magomedova, Khalidova 2001",мазь,m-a-z,m-'a-Zʲ,,
1729,Akhvakh,akhv1239,ма'зи,noun,"Magomedova, Abdulayeva 2007",мазь,m-'a-z-i,m-'a-Zʲ-0,,
1730,Godoberi,ghod1238,МÁЗИ,,Saidova 2006,мазь,m-'a-z-i,m-'a-Zʲ-0,,
1731,Avar,avar1256,мóда,,Gimbatov 2006,мода,m-'o-d-a,m-'o-d-A,,
1732,Botlikh_Al,botl1242,мо́да,noun,"Alekseev, Azayev 2019",мода,m-'o-d-a,m-'o-d-A,,
1733,Botlikh_Al,botl1242,мо́рпи,noun,"Alekseev, Azayev 2019",морфий,m-'o-r-p-i-0,m-'o-r-fʲ-I-j,,
1734,Botlikh_Al,botl1242,мо́рг,noun,"Alekseev, Azayev 2019",морг,m-'o-r-ɡ,m-'o-r-G,,
1735,Botlikh_Al,botl1242,му́шка,noun,"Alekseev, Azayev 2019",мушка,m-'u-ʃ-k-a,m-'u-ʃ-k-A,,
1736,Avar,avar1256,музы*ка,,Gimbatov 2006,музыка,m-'u-z-i-k-a,m-'u-z-I-k-A,,
1737,Botlikh_Al,botl1242,му́зика,noun,"Alekseev, Azayev 2019",музыка,m-'u-z-i-k-a,m-'u-z-I-k-A,,
1739,Botlikh_Al,botl1242,мара́мор,noun,"Alekseev, Azayev 2019",мрамор,m-a-r-'a-m-o-r,m-0-r-'a-m-A-r,,
1740,Botlikh_Al,botl1242,мада́м,noun,"Alekseev, Azayev 2019",мадам,m-a-d-'a-m,m-A-d-'a-m,,
1741,Avar,avar1256,мага́рич,,Gimbatov 2006,магарыч,m-a-g-'a-r-i-tʃ,m-A-g-A-r-'i-tɕ,,
1742,Bagvalal,bagv1239,МАГАР́ИЧ,,Magomedova 2004,магарыч,m-a-ɡ-a-r-'i-tʃ,m-A-g-A-r-'i-tɕ,,
1743,Godoberi,ghod1238,МАГЪАРИ́Ч,,Saidova 2006,магарыч,m-a-ʁ-a-r-'i-tʃ,m-A-g-A-r-'i-tɕ,,
1744,Avar,avar1256,мага́зин,,Gimbatov 2006,магазин,m-a-g-'a-z-i-n,m-A-g-A-zʲ-'i-n,,
1745,Botlikh_Al,botl1242,мага́зин,noun,"Alekseev, Azayev 2019",магазин,m-a-ɡ-'a-z-i-n,m-A-g-A-zʲ-'i-n,,
1746,Botlikh_Al,botl1242,магна́т,noun,"Alekseev, Azayev 2019",магнат,m-a-ɡ-n-'a-t,m-A-g-n-'a-t,,
1747,Avar,avar1256,магнитофóн,,Gimbatov 2006,магнитофон,m-a-g-n-i-t-o-f-'o-n,m-A-g-nʲ-I-t-O-f-'o-n,,
1748,Bagvalal,bagv1239,МАГНИТАПÓН,,Magomedova 2004,магнитофон,m-a-ɡ-n-i-t-a-p-'o-n,m-A-g-nʲ-I-t-O-f-'o-n,,
1749,Botlikh_Al,botl1242,магнитапо́н,noun,"Alekseev, Azayev 2019",магнитофон,m-a-ɡ-n-i-t-a-p-'o-n,m-A-g-nʲ-I-t-O-f-'o-n,,
1750,Godoberi,ghod1238,МАГНИТАПÓН,,Saidova 2006,магнитофон,m-a-ɡ-n-i-t-a-p-'o-n,m-A-g-nʲ-I-t-O-f-'o-n,,
1751,Avar,avar1256,майóр,,Gimbatov 2006,майор,m-a-j-'o-r,m-A-j-'o-r,,
1752,Botlikh_Al,botl1242,майо́р,noun,"Alekseev, Azayev 2019",майор,m-a-j-'o-r,m-A-j-'o-r,,
1753,Avar,avar1256,макарóн,,Gimbatov 2006,макароны,m-a-k-a-r-'o-n-0,m-A-k-A-r-'o-n-I,,
1754,Botlikh_Al,botl1242,макаро́н,noun,"Alekseev, Azayev 2019",макароны,m-a-k-a-r-'o-n-0,m-A-k-A-r-'o-n-I,,
1755,Avar,avar1256,макинтóш,,Gimbatov 2006,макинтош,m-a-k-i-n-t-'o-ʃ,m-A-kʲ-I-n-t-'o-ʃ,,
1756,Botlikh_Al,botl1242,макинто́ш,noun,"Alekseev, Azayev 2019",макинтош,m-a-k-i-n-t-'o-ʃ,m-A-kʲ-I-n-t-'o-ʃ,,
1757,Botlikh_Al,botl1242,малалитра́жка,noun,"Alekseev, Azayev 2019",малолитражка,m-a-l-a-l-i-t-r-'a-ʒ-k-a,m-A-l-O-lʲ-I-t-r-'a-ZH-k-A,,
1758,Botlikh_Al,botl1242,малалитра́жни,,"Alekseev, Azayev 2019",малолитражный,m-a-l-a-l-i-t-r-'a-ʒ-n-i-0,m-A-l-O-lʲ-I-t-r-'a-ʐ-n-I-j,,
1759,Botlikh_Al,botl1242,мала́р,noun,"Alekseev, Azayev 2019",маляр,m-a-l-'a-r,m-A-lʲ-'a-r,,
1760,Avar,avar1256,мандарѝн,,Gimbatov 2006,мандарин,m-a-n-d-a-r-'i-n,m-A-n-d-A-rʲ-'i-n,,
1761,Botlikh_Al,botl1242,мандари́н,noun,"Alekseev, Azayev 2019",мандарин,m-a-n-d-a-r-'i-n,m-A-n-d-A-rʲ-'i-n,,
1762,Botlikh_Al,botl1242,мандали́на,noun,"Alekseev, Azayev 2019",мандолина,m-a-n-d-a-l-'i-n-a,m-A-n-d-O-lʲ-'i-n-A,,
1763,Avar,avar1256,мангъа́л,,Gimbatov 2006,мангал,m-a-n-g'-'a-l,m-A-n-g-'a-l,,
1764,Botlikh_Al,botl1242,манга́л,noun,"Alekseev, Azayev 2019",мангал,m-a-n-ɡ-'a-l,m-A-n-g-'a-l,,
1765,Avar,avar1256,манифéст,,Gimbatov 2006,манифест,m-a-n-i-f-'e-s-t,m-A-nʲ-I-fʲ-'e-s-t,,
1766,Botlikh_Al,botl1242,мунапис,,"Alekseev, Azayev 2019",манифест,m-u-n-a-p-i-s-0,m-A-nʲ-I-fʲ-'e-s-t,,
1767,Avar,avar1256,маргарѝн,,Gimbatov 2006,маргарин,m-a-r-g-a-r-'i-n,m-A-r-g-A-rʲ-'i-n,,
1768,Botlikh_Al,botl1242,маргари́н,noun,"Alekseev, Azayev 2019",маргарин,m-a-r-ɡ-a-r-'i-n,m-A-r-g-A-rʲ-'i-n,,
1769,Botlikh,botl1242,маргари́н,noun,"Saidova, Abusov 2012",маргарин,m-a-r-ɡ-a-r-'i-n,m-A-r-g-A-rʲ-'i-n,,
1770,Godoberi,ghod1238,МАРГАРИ́Н,,Saidova 2006,маргарин,m-a-r-ɡ-a-r-'i-n,m-A-r-g-A-rʲ-'i-n,,
1771,Avar,avar1256,марксѝст,,Gimbatov 2006,марксист,m-a-r-k-s-'i-s-t,m-A-r-k-sʲ-'i-s-t,,
1772,Botlikh_Al,botl1242,маркси́ст,noun,"Alekseev, Azayev 2019",марксист,m-a-r-k-s-'i-s-t,m-A-r-k-sʲ-'i-s-t,,
1773,Avar,avar1256,марксѝзм,,Gimbatov 2006,марксизм,m-a-r-k-s-'i-z-m,m-A-r-k-sʲ-'i-z-m,,
1774,Botlikh_Al,botl1242,маркси́зма,noun,"Alekseev, Azayev 2019",марксизм,m-a-r-k-s-'i-z-m-a,m-A-r-k-sʲ-'i-z-m-0,,
1775,Botlikh_Al,botl1242,маркси́зм-ленини́зма,,"Alekseev, Azayev 2019",марксизм-ленинизм,m-a-r-k-s-'i-z-m-l-e-n-i-n-'i-z-m-a,m-A-r-k-sʲ-ˌi-z-m-lʲ-E-nʲ-I-nʲ-'i-z-m-0,,
1776,Botlikh_Al,botl1242,мармала́д,noun,"Alekseev, Azayev 2019",мармелад,m-a-r-m-a-l-'a-d,m-A-r-mʲ-E-l-'a-D,,
1777,Andi,andi1255,мармалати,,Salimov 2010,мармелад,m-a-r-m-a-l-a-t-i,m-A-r-mʲ-E-l-'a-D-0,,
1778,Avar,avar1256,маршрýт,,Gimbatov 2006,маршрут,m-a-r-ʃ-r-'u-t,m-A-r-ʃ-r-'u-t,,
1779,Botlikh_Al,botl1242,маршру́т,noun,"Alekseev, Azayev 2019",маршрут,m-a-r-ʃ-r-'u-t,m-A-r-ʃ-r-'u-t,,
1780,Avar,avar1256,марина́д,,Gimbatov 2006,маринад,m-a-r-i-n-'a-d,m-A-rʲ-I-n-'a-D,,
1781,Botlikh_Al,botl1242,марина́д,noun,"Alekseev, Azayev 2019",маринад,m-a-r-i-n-'a-d,m-A-rʲ-I-n-'a-D,,
1782,Botlikh_Al,botl1242,маринова́т игьи́,verb,"Alekseev, Azayev 2019",мариновать,m-a-r-i-n-o-w-'a-t,m-A-rʲ-I-n-O-v-'a-tʲ,,
1783,Avar,avar1256,масса́ж,,Gimbatov 2006,массаж,m-a-sː-'a-ʒ,m-A-s-'a-ZH,,
1784,Bagvalal,bagv1239,МА̄СÁЖ,,Magomedova 2004,массаж,m-a-sː-'a-ʒ,m-A-s-'a-ZH,,
1785,Botlikh_Al,botl1242,масса́ж,noun,"Alekseev, Azayev 2019",массаж,m-a-sː-'a-ʒ,m-A-s-'a-ZH,,
1786,Botlikh,botl1242,масса́ж,noun,"Saidova, Abusov 2012",массаж,m-a-sː-'a-ʒ,m-A-s-'a-ZH,,
1787,Godoberi,ghod1238,МАССÁЖИ,,Saidova 2006,массаж,m-a-sː-'a-ʒ-i,m-A-s-'a-ZH-0,,
1788,Botlikh_Al,botl1242,маслабо́йка,noun,"Alekseev, Azayev 2019",маслобойка,m-a-s-l-a-b-'o-j-k-a,m-A-s-l-O-b-'o-j-k-A,,
1789,Avar,avar1256,мастерска́я,,Gimbatov 2006,мастерская,m-a-s-t-e-r-s-k-'a-j-a,m-A-s-tʲ-E-r-s-k-'a-j-A,,
1790,Botlikh_Al,botl1242,мастерско́й,noun,"Alekseev, Azayev 2019",мастерская,m-a-s-t-e-r-s-k-'o-j-0,m-A-s-tʲ-E-r-s-k-'a-j-A,,other form
1791,Akhvakh,akhv1239,маши'на,noun,"Magomedova, Abdulayeva 2007",машина,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1792,Andi,andi1255,машина,,Salimov 2010,машина,m-a-ʃ-i-n-a,m-A-ʃ-'i-n-A,,
1793,Avar,avar1256,машѝна,,Gimbatov 2006,машина,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1794,Bagvalal,bagv1239,МАШ́ИНА,,Magomedova 2004,машина,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1796,Botlikh_Al,botl1242,маши́на,noun,"Alekseev, Azayev 2019",грузовик,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1797,Botlikh_Al,botl1242,маши́на,noun,"Alekseev, Azayev 2019",машина,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1798,Botlikh,botl1242,маши́на,noun,"Saidova, Abusov 2012",машина,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1799,Godoberi,ghod1238,МАШИ́НА,,Saidova 2006,машина,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1800,Karata-Tukita,kara1474,МАШИ'НА,,"Magomedova, Khalidova 2001",машина,m-a-ʃ-'i-n-a,m-A-ʃ-'i-n-A,,
1801,Bagvalal,bagv1239,МАШ́ИНКА,,Magomedova 2004,машинка,m-a-ʃ-'i-n-k-a,m-A-ʃ-'i-n-k-A,,
1802,Botlikh_Al,botl1242,маши́нка,noun,"Alekseev, Azayev 2019",машинка,m-a-ʃ-'i-n-k-a,m-A-ʃ-'i-n-k-A,,
1803,Botlikh,botl1242,маши́нка,noun,"Saidova, Abusov 2012",машинка,m-a-ʃ-'i-n-k-a,m-A-ʃ-'i-n-k-A,,
1804,Godoberi,ghod1238,МАШИ́НКЯ,,Saidova 2006,машинка,m-a-ʃ-'i-n-kʲ-a,m-A-ʃ-'i-n-k-A,,
1805,Botlikh_Al,botl1242,машини́ст,noun,"Alekseev, Azayev 2019",машинист,m-a-ʃ-i-n-'i-s-t,m-A-ʃ-I-nʲ-'i-s-t,,
1806,Avar,avar1256,матрóс,,Gimbatov 2006,матрос,m-a-t-r-'o-s,m-A-t-r-'o-s,,
1807,Botlikh_Al,botl1242,матро́с,noun,"Alekseev, Azayev 2019",матрос,m-a-t-r-'o-s,m-A-t-r-'o-s,,
1808,Avar,avar1256,матема́тик,,Gimbatov 2006,математик,m-a-t-i-m-'a-t-i-k,m-A-tʲ-E-m-'a-tʲ-I-k,,
1809,Botlikh_Al,botl1242,матима́тик,noun,"Alekseev, Azayev 2019",математик,m-a-t-i-m-'a-t-i-k,m-A-tʲ-E-m-'a-tʲ-I-k,,
1810,Avar,avar1256,мавзóле/й,,Gimbatov 2006,мавзолей,m-a-w-z-'o-l-e-j,m-A-v-z-O-lʲ-'e-j,,
1811,Botlikh_Al,botl1242,мавзале́й,noun,"Alekseev, Azayev 2019",мавзолей,m-a-w-z-a-l-'e-j,m-A-v-z-O-lʲ-'e-j,,
1812,Avar,avar1256,махóрка,,Gimbatov 2006,махорка,m-a-χ-'o-r-k-a,m-A-x-'o-r-k-A,,
1813,Botlikh_Al,botl1242,махху́рка,noun,"Alekseev, Azayev 2019",махорка,m-a-χː-'u-r-k-a,m-A-x-'o-r-k-A,,
1814,Andi,andi1255,монпасси,,Salimov 2010,монпасье,m-o-n-p-a-sː-i-0,m-O-n-p-A-sʲ-j-'e,,
1815,Botlikh_Al,botl1242,мампаси́р,noun,"Alekseev, Azayev 2019",монпасье,m-a-m-p-a-s-'i-r,m-O-n-p-A-sʲ-j-'e,,
1816,Avar,avar1256,монтёр,,Gimbatov 2006,монтёр,m-o-n-tʲ-o-r,m-O-n-tʲ-'o-r,,
1817,Botlikh_Al,botl1242,мантёр,noun,"Alekseev, Azayev 2019",монтер,m-a-n-tʲ-o-r,m-O-n-tʲ-'o-r,,
1818,Avar,avar1256,морóжено/е,,Gimbatov 2006,мороженое,m-o-r-'o-ʒ-e-n-o-j-e,m-O-r-'o-ʐ-E-n-O-j-E,,
1819,Botlikh_Al,botl1242,маро́жа,noun,"Alekseev, Azayev 2019",мороженое,m-a-r-'o-ʒ-a-0-0-0-0,m-O-r-'o-ʐ-E-n-O-j-E,,
1820,Botlikh_Al,botl1242,маро́жени,noun,"Alekseev, Azayev 2019",мороженое,m-a-r-'o-ʒ-e-n-i-0-0,m-O-r-'o-ʐ-E-n-O-j-E,,
1821,Avar,avar1256,мотóр,,Gimbatov 2006,мотор,m-o-t-'o-r,m-O-t-'o-r,,
1822,Botlikh_Al,botl1242,мато́р,noun,"Alekseev, Azayev 2019",мотор,m-a-t-'o-r,m-O-t-'o-r,,
1823,Botlikh,botl1242,мато́р,noun,"Saidova, Abusov 2012",мотор,m-a-t-'o-r,m-O-t-'o-r,,
1824,Godoberi,ghod1238,МАТÓР,,Saidova 2006,мотор,m-a-t-'o-r,m-O-t-'o-r,,
1825,Avar,avar1256,мотóрист,,Gimbatov 2006,моторист,m-o-t-o-r-'i-s-t,m-O-t-O-rʲ-'i-s-t,,
1826,Botlikh_Al,botl1242,матори́ст,noun,"Alekseev, Azayev 2019",моторист,m-a-t-o-r-'i-s-t,m-O-t-O-rʲ-'i-s-t,,
1827,Avar,avar1256,мотоцѝкл,,Gimbatov 2006,мотоцикл,m-o-t-o-ts-'i-k-l,m-O-t-O-ts-'i-k-l,,
1828,Bagvalal,bagv1239,МАТАЦ́ИК,,Magomedova 2004,мотоцикл,m-a-t-a-ts-'i-k-0,m-O-t-O-ts-'i-k-l,,
1829,Botlikh,botl1242,матаци́к,noun,"Saidova, Abusov 2012",мотоцикл,m-a-t-a-ts-'i-k-0,m-O-t-O-ts-'i-k-l,,
1830,Botlikh_Al,botl1242,матаци́ки,noun,"Alekseev, Azayev 2019",мотоцикл,m-a-t-a-ts-'i-k-0-i,m-O-t-O-ts-'i-k-l-0,,
1831,Godoberi,ghod1238,МАТАЦИ́КИ,,Saidova 2006,мотоцикл,m-a-t-a-ts-'i-kʲ-0-i,m-O-t-O-ts-'i-k-l-0,,
1832,Botlikh_Al,botl1242,мача́лка,noun,"Alekseev, Azayev 2019",мочалка,m-a-tʃ-'a-l-k-a,m-O-tɕ-'a-l-k-A,,
1833,Avar,avar1256,марма́р,,Gimbatov 2006,мрамор,m-a-r-m-'a-r,m-r-'a-m-O-r,1,
1834,Botlikh,botl1242,марма́р,noun,"Saidova, Abusov 2012",мрамор,m-a-r-m-'a-r,m-r-'a-m-O-r,1,
1835,Godoberi,ghod1238,МАРМÁР,,Saidova 2006,мрамор,m-a-r-m-'a-r,m-r-'a-m-O-r,1,
1836,Botlikh_Al,botl1242,мунди́р,noun,"Alekseev, Azayev 2019",мундир,m-u-n-d-'i-r,m-U-n-dʲ-'i-r,,
1837,Botlikh_Al,botl1242,мушту́кI,noun,"Alekseev, Azayev 2019",мундштук,m-u-0-ʃ-t-'u-k',m-U-n-ʃ-t-'u-k,,
1838,Botlikh_Al,botl1242,музика́нт,noun,"Alekseev, Azayev 2019",музыкант,m-u-z-i-k-'a-n-t,m-U-z-I-k-'a-n-t,,
1839,Avar,avar1256,музé/й,,Gimbatov 2006,музей,m-u-z-'e-j,m-U-zʲ-'e-j,,
1840,Botlikh_Al,botl1242,музе́й,noun,"Alekseev, Azayev 2019",музей,m-u-z-'e-j,m-U-zʲ-'e-j,,
1841,Avar,avar1256,мужýкъ,,Gimbatov 2006,мужик,m-u-ʒ-u-q',m-U-ʐ-'i-k,,
1842,Botlikh_Al,botl1242,мужи́кI,noun,"Alekseev, Azayev 2019",мужик,m-u-ʒ-'i-k',m-U-ʐ-'i-k,,
1843,Andi,andi1255,мужикӏи,,Salimov 2010,мужик,m-u-ʒ-i-k'-i,m-U-ʐ-'i-k-0,,
1844,Avar,avar1256,мéбел/ь,,Gimbatov 2006,мебель,m-'e-b-e-l,mʲ-'e-bʲ-E-lʲ,,
1845,Botlikh_Al,botl1242,ме́бел,noun,"Alekseev, Azayev 2019",мебель,m-'e-b-e-l,mʲ-'e-bʲ-E-lʲ,,
1846,Avar,avar1256,мел,,Gimbatov 2006,мел,m-e-l,mʲ-'e-l,,
1847,Botlikh_Al,botl1242,мел,noun,"Alekseev, Azayev 2019",мел,m-e-l,mʲ-'e-l,,
1848,Akhvakh,akhv1239,ми'тира,noun,"Magomedova, Abdulayeva 2007",метр,m-'i-t-i-r-a,mʲ-'e-t-0-r-0,,
1849,Akhvakh,akhv1239,ми'тра,noun,"Magomedova, Abdulayeva 2007",метр,m-'i-t-r-a,mʲ-'e-t-r-0,,
1850,Akhvakh,akhv1239,ме'тра,noun,"Magomedova, Abdulayeva 2007",метр,m-'e-t-r-a,mʲ-'e-t-r-0,,
1851,Bagvalal,bagv1239,М́ИТРИ,,Magomedova 2004,метр,m-'i-t-r-i,mʲ-'e-t-r-0,,
1852,Bagvalal,bagv1239,МÉТРА/М́ИТРИ,,Magomedova 2004,метр,m-'e-t-r-a,mʲ-'e-t-r-0,,
1853,Botlikh_Al,botl1242,ме́тра,noun,"Alekseev, Azayev 2019",метр,m-'e-t-r-a,mʲ-'e-t-r-0,,
1854,Botlikh,botl1242,ме́тра,noun,"Saidova, Abusov 2012",метр,m-'e-t-r-a,mʲ-'e-t-r-0,,
1855,Karata-Tukita,kara1474,МИ'ТРА,,"Magomedova, Khalidova 2001",метр,m-'i-t-r-a,mʲ-'e-t-r-0,,
1856,Avar,avar1256,метрѝка,,Gimbatov 2006,метрика,m-e-t-r-'i-k-a,mʲ-'e-t-rʲ-I-k-A,,
1857,Botlikh_Al,botl1242,ме́трика,noun,"Alekseev, Azayev 2019",метрика,m-'e-t-r-i-k-a,mʲ-'e-t-rʲ-I-k-A,,
1858,Avar,avar1256,мѝна,,Gimbatov 2006,мина,m-'i-n-a,mʲ-'i-n-A,,
1859,Botlikh_Al,botl1242,ми́на,noun,"Alekseev, Azayev 2019",мина,m-'i-n-a,mʲ-'i-n-A,,
1860,Avar,avar1256,мѝтинг,,Gimbatov 2006,митинг,m-'i-t-i-n-g,mʲ-'i-tʲ-I-n-G,,
1861,Botlikh_Al,botl1242,ми́тинг,noun,"Alekseev, Azayev 2019",митинг,m-'i-t-i-n-ɡ,mʲ-'i-tʲ-I-n-G,,
1862,Andi,andi1255,мидил,,Salimov 2010,медаль,m-i-d-i-l,mʲ-E-d-'a-lʲ,,
1863,Avar,avar1256,меда́л/ь,,Gimbatov 2006,медаль,m-e-d-'a-l,mʲ-E-d-'a-lʲ,,
1864,Botlikh_Al,botl1242,мида́л,noun,"Alekseev, Azayev 2019",медаль,m-i-d-'a-l,mʲ-E-d-'a-lʲ,,
1865,Botlikh,botl1242,мида́л,noun,"Saidova, Abusov 2012",медаль,m-i-d-'a-l,mʲ-E-d-'a-lʲ,,
1866,Godoberi,ghod1238,МИДÁЛ,,Saidova 2006,медаль,m-i-d-'a-l,mʲ-E-d-'a-lʲ,,
1867,Botlikh_Al,botl1242,ме́дбаб\а,noun,"Alekseev, Azayev 2019",медбаба,m-'e-d-b-a-b-a,mʲ-ˌe-d-b-'a-b-A,,
1868,Botlikh_Al,botl1242,медици́на,noun,"Alekseev, Azayev 2019",медицина,m-e-d-i-ts-'i-n-a,mʲ-E-dʲ-I-ts-'i-n-A,,
1869,Botlikh_Al,botl1242,меншеви́к,noun,"Alekseev, Azayev 2019",меньшевик,m-e-n-ʃ-e-w-'i-k,mʲ-E-nʲ-ʃ-E-vʲ-'i-k,,
1870,Avar,avar1256,метрó,,Gimbatov 2006,метро,m-e-t-r-'o,mʲ-E-t-r-'o,,
1871,Botlikh_Al,botl1242,метро́,noun,"Alekseev, Azayev 2019",метро,m-e-t-r-'o,mʲ-E-t-r-'o,,
1872,Avar,avar1256,меха́ник,,Gimbatov 2006,механик,m-e-χ-'a-n-i-k,mʲ-E-x-'a-nʲ-I-k,,
1873,Botlikh_Al,botl1242,меха́никI,noun,"Alekseev, Azayev 2019",механик,m-e-χ-'a-n-i-k',mʲ-E-x-'a-nʲ-I-k,,
1874,Avar,avar1256,механѝзм,,Gimbatov 2006,механизм,m-e-χ-a-n-'i-z-m,mʲ-E-x-A-nʲ-'i-z-m,,
1875,Botlikh_Al,botl1242,механи́зм,noun,"Alekseev, Azayev 2019",механизм,m-e-χ-a-n-'i-z-m,mʲ-E-x-A-nʲ-'i-z-m,,
1876,Avar,avar1256,механиза́тор,,Gimbatov 2006,механизатор,m-e-χ-a-n-i-z-'a-t-o-r,mʲ-E-x-A-nʲ-I-z-'a-t-O-r,,
1877,Botlikh_Al,botl1242,механиза́тор,noun,"Alekseev, Azayev 2019",механизатор,m-e-χ-a-n-i-z-'a-t-o-r,mʲ-E-x-A-nʲ-I-z-'a-t-O-r,,
